date,time,tweet,Food Delivery,Aspect,Sentiment
2020-05-11,13:17:27,"📣มาแล้วจ้า📣
เพิ่มความสดชื่นให้ร่างกายพร้อมสู้ก้บโควิค19✌🏻
🍹น้ำผึ้งมะนาวแท้100%🍯
🍯ขวดละ25บาท🍯
👉🏻ช่วยลดน้ำหนักได้ด้วย
👉🏻เพิ่มภูมิคุ้มกัน วิตามินC
👉🏻สรรพคุณอีกมากมาย
😘อยากให้คุณได้มีสุขภาพที่ดี😘
#Gradfood
#foodpanda
#Delivery #น้ำผึ้งมะนาว #ขอนแก่น
🥰inbox มาได้เลยนะจ้า pic.twitter.com/J5YBt2WKVN",No,,
2020-05-11,12:24:38,กูจะเลิกสั่ง #foodpanda #foodpandaTH ไปตลอดชีวิต หลายรอบละบริการห่วยแตกมากได้ของไม่เคยครบ เสียครส.มาก ข้าวก็หิว หัวใจของ4Pคือservice ถ้าส่วนนี้ไม่ผ่านก็อย่าหวังว่าจะได้เงินจากชั้นอีกต่อไป!,Yes,Company,Negative
2020-05-10,18:14:39,มีโค้ดลูกค้าใหม่ลด 100.- ขั้นต่ำ 200 ใครสนใจทักมานะคะ เรามีโค้ดเดียว #foodpanda #foodpandaTH #ฟู้ดแพนด้า,Yes,Price,Neutral
2020-05-10,13:37:05,ไรเดอร์พูดจาหมาไม่แดก ตะคอกลูกค้า ทำหน้าทำตา อากาศร้อนอ่ะเข้าใจ แต่คุณทำงานบริการ มันควรแบบนี้ป่ะ ตอนแรกก็จะให้ทิปอยู่หรอก แต่เจอมารยาทละขอดึงทิปคืนจ้าาา คอมเพลนเรียบร้อย เทียบกับเจ้าอื่นคือบริการดีกว่ามากไรเดอร์ยิ้มแย้ม #foodpanda,Yes,Employee,Negative
2020-05-10,12:22:37,การที่เราไม่ได้ติ้กเอาช่อนซ่อม ไม่ได้หมายความเราว่าเราไม่เอาแม้กระทั้งหลอดดูด ทั้งๆที่สั่งโค้กเป็นแก้ว #foodpanda,Yes,Employee,Negative
2020-05-09,20:37:34,มีใครเข้าร่วมร้านอาหารกับ #grab และ #foodpanda ที้งสองเจ้านี้มั้ยคะ พอดีมีเรื่องจะปรึกษาเกี่ยวกับ % ที่โดนหัก ขอบคุณค่ะ,No,,
2020-05-09,20:01:23,"มันใช่หรอ
เป็นแบบนี้หงุดหงิดนะครับ

#foodpanda  pic.twitter.com/t7VNLNiWCs",No,,
2020-05-09,12:12:12,กวนตีน5555555555555555555555555 ไก่ทวดมึงง่ะ #foodpanda  pic.twitter.com/Fz1SZRvMsj,No,,
2020-05-09,11:19:08,แจกโค้ด Foodpanda สำหรับลูกค้าใหม่ พอดีเราได้มาแต่ไม่ใช่ลูกค้าใหม่ ใครเอาโค้ดไปใช้แล้วรบกวนตอบกลับใต้รูปโค้ดนั้นๆด้วยนะคะ #foodpandaTH #foodpanda  pic.twitter.com/P6vPMIWpv4,Yes,Price,Neutral
2020-05-08,19:40:06,"‼️ปิดรับคืนนี้นะคะ‼️
#แบบทดสอบความรู้รอบตัวขั้นสูง #การบินไทย #เราไม่ทิ้งกัน #เป๊กผลิตโชค #เนเน่ #วันอะไรกันครับเนี่ย #วันอะไรครับเนี่ย #พัดนันเด็กแสบ #บาคาร่า #ตลาดนัดnctdream #ตลาดนัดX1 #ตลาดนัดอากาเซ่ #eastleighlockdown #Thailand #IGOT7 #PeckPalitchoke #Dek64 #foodpanda #GOT7 https://twitter.com/fangfyshop/status/1258040781467643904 …",No,,
2020-05-08,15:44:22,"รอบสองจะสั่ง สรุปโดนยกเลิกออร์เดอร์ บอกร้านจะปิด
จะปิดแล้วรับออร์เดอร์ให้เรารอทำไมตั้ง20นาทีอะอิควาย ก็บอกมาดิไม่รับ จะปิดก็ปิด มีระบบจัดการที่ดีกว่านี้ป้ะ? เสียเวลารวมๆสองชั่วโมงแล้วไม่ได้ไรเลย
ก้าวหน้าลงๆทุกวันจริงๆ #foodpanda",Yes,System,Negative
2020-05-08,14:58:25,ถ้าไม่ฟังจะถามทำไมเอางี้ บอกว่าเลี้ยวซ้ายๆ เถียงว่าเลี้ยวขวา บ้านใครสรุปอ่ะ #foodpanda,Yes,Employee,Negative
2020-05-08,14:19:17,ฟู๊ดแพนด้าสั่งแบบตัดบัตร พอยกเลิกออเดอร์ก็นานมากกว่าจะคืนเงินอะ  นอยด์ละวันนี้อยากกินพิซซ่ามากกกก ยกเลิก2รอบอะ #foodpanda,Yes,System,Negative
2020-05-08,12:54:04,ช้อปปิ้งออนไลน์กับ @shopback th พร้อมรับเงินคืนสูงสุด 35% จากกว่า 500  ร้านค้า! ลงทะเบียนวันนี้ และรับเงินโบนัสต้อนรับ ฿100 เลย  https://app.shopback.com/tha?raf=HUsABB  #shopback #foodpanda #shoppee #watson #lazadath,No,,
2020-05-08,12:25:34,#foodpanda ช้าแบบช้าไม่ไหว หิวจะตายห่าแล้วค่าาาาาา เป็นชั่วโมงแล้วน้าาาาาาา,Yes,Employee,Negative
2020-05-08,11:51:07,"ช้อปออนไลน์ผ่าน ShopBack รับเงินคืนสูงสุดถึง 30% มากกว่า 500ร้านค้า! #Lazada #Shopee #Konvy #Watsons #RobinsonOnline #SHOP24 #AliExpress #eBay 
กิน #grab #foodpanda 
เที่ยว #Agoda #Expedia

สมัครวันนี้รับเงินโบนัส ฿100 #ฟรี 
กดลงทะเบียนผ่านลิ้งค์นี้นะ😉 https://app.shopback.com/tha?raf=hY3M8h",No,,
2020-05-08,11:28:18,"ช้อปออนไลน์ผ่าน ShopBack รับเงินคืนสูงสุดถึง 30% มากกว่า 500ร้านค้า! #Lazada #Shopee #Konvy #Watsons #RobinsonOnline #SHOP24 #AliExpress #eBay 
กิน #grab #foodpanda 
เที่ยว #Agoda #Expedia

สมัครวันนี้รับเงินโบนัส ฿100 #ฟรี 
กดลงทะเบียนผ่านลิ้งค์นี้นะคะ😉
 https://app.shopback.com/tha?raf=hY3M8h",No,,
2020-05-08,10:47:00,ใครใช้ดีแทค วันนี้มีส่วนลด #foodpanda 50 บาทเมื่อสั่งขั้นต่ำ100 บาท กดรับโค้ดส่วนลดในแอพDTAC แล้วไปสั่งได้เลยค่ะ  pic.twitter.com/RhvPNleMLe,Yes,Price,Neutral
2020-05-08,08:09:27,ชั้นต้องกดยังไง ถามแค่นี้ ทำไมชั้นไม่ได้รับสิทธิ์ @dtac #foodpanda  pic.twitter.com/bVIr2OWTQt,No,,
2020-05-07,21:25:36,ระหว่างขับรถกลับบ้าน ก็ได้เห็นมิตรภาพต่างค่าย ต่างบริษัท แบบ real-time มากก ...มิตรภาพเกิดขึ้นได้ทุกอาชีพ ไม่ว่าในทางการตลาดจะเป็นคู่กันแค่ไหน สุดท้ายก็คือ”เพื่อนมนุษย์ด้วยกัน” ❤️❤️❤️ #foodpandaTH #foodpanda #getfood pic.twitter.com/F9mdKH67k3,No,,
2020-05-07,21:21:03,คือสั่ง foodpanda ไปตั้งแต่ประมาณ2 ทุ่มนิดๆแล้วแบบเออก็รอ รอเรื่อยๆจนถึง3ทุ่มอะ แล้วแบบเข้าใจมะ 3ทุ่มร้านมันปิดหมดแล้วแทนที่จะแคนเซิลหรือบอกเหตุผลอะไรก่อนหน้านี้คือไม่มี การบริการคือ แย่อะแย่มากๆ แทนที่จะมีตัวเลือกอื่นให้เลือก พอกันกับแอพนี้ หลายรอบละ #foodpanda #McDonalds pic.twitter.com/a8upC9gKzh,Yes,System,Negative
2020-05-07,21:18:47,ทุกสนามแข่งล้วนมีมิตรภาพดีๆเสมอ #foodpandaTH #foodpanda #getfood pic.twitter.com/Nn73nURHXK,No,,
2020-05-07,18:32:54,รอผู้ชายเอาอาหารมาส่ง #foodpanda,No,,
2020-05-07,14:15:34,1นาที หรือ 1 ชั่วโมง เอาดีๆนัง food panda 😭😭 นี่คือรอนานมาก ทักไปก็ไม่ตอบ #foodpanda #ฟู้ดแพนด้า pic.twitter.com/hBsYZGmb5S,Yes,Employee,Negative
2020-05-07,11:39:48,#foodpanda ความประทับใจแรกของการสั่งคือ จัดส่งเมนูผิด!!!! ไรเดอร์ติดต่อไปก็ไม่มาดู!!! โว้ยยยย ลบแอป ลาขาด.,Yes,Employee,Negative
2020-05-07,04:15:49,ต่อไปไม่ใช้แอพ #foodpanda เด็ดขาด.ให้รอตั้งนานแล้วโดนระบบยกเลิก. หลายครั้งละ  โทรไปร้านที่สั่งบอกไม่ทราบเรื่องเลย. เมนูที่สั่งมีครบ  โดนหลายครั้งละจริงๆ เข้าไปสอบถามข้อมูลจากแอพก็ไม่มีให้ comment. เหมือนแอพอื่น. ลาขาดจ้า,Yes,System,Negative
2020-05-06,17:22:45,สิ้นสุดกันที ฉันจะไม่ใช้บริการอีกต่อไป 149 บาทคือค่าเสียรู้ให้ #foodpandaTH ถ้ารู้ว่ามาส่งไม่ได้แล้วรับออเดอร์ทำไม แล้วตัดบัตรไป เงินก็ไม่คืน #foodpanda ถ้าให้ไปรับที่ด่าน ไปซื้อเองง่ายกว่าไหม ตัดเงินอย่างเร็ว ไรเดอร์กดส่งอาหารอย่างเร็ว เงินก็ไม่ได้คืน พิซซ่าก็ไม่ได้กิน ลาขาด!!!,Yes,Company,Negative
2020-05-06,10:08:32,คือโดนเหวี่ยงมาสองคนแล้ว แล้วหมุดอ่ะจะปักยากไปไหน ปักๆอยู่เคลื่อนที่เองงี้หรอ แล้วคือไม่พอใจแล้วมาพูดแบบนี้คืออะไร พูดดีๆสิมันไม่มีใครชอบหรอกที่มาโดนเหวี่ยงใส่อิเหี้ย แล้วกูไม่ใช่คนในพื้นที่รู้แค่รอบๆจุดหลักๆแค่นั้นเอง ถ้าพูดดีใจเย็นไม่ได้อย่าทำค่ะเสียความรู้สึกชิบหาย #foodpanda,Yes,System,Negative
2020-05-06,06:50:59,ทีมตอบคำถาม #foodpanda ควรไปนอน ตอบคำถามไม่ตรงเลย ถามไป 3 ครั้ง ทั้งโยนคำถาม ทั้งอ่านคำถามไม่แตก โอ๊ย,Yes,Company,Negative
2020-05-05,20:17:38,เชลเตอร์กิลลดราคา 50 %  ปกติเซตนี้ 168 บาท เหลือ 84 คือเเบบมันดือ ใครที่ชอบเชลเตอร์ ต้องจัดเเล้ว อิ่มท้องราคาลดอีก ฟินๆๆ นี่สั่งตอนเกือบทุ่ม ไปดูตอนนี้อ้าวโปรไม่มีเเล้ว 555 แต่โดยส่วนตัวชอบเชลเตอร์นะ ไก่อร่อย กินจนจะเปนเก๊าต์ ไปเลยจ้า  #foodpanda  pic.twitter.com/QG6R8JreQq,Yes,Price,Positive
2020-05-05,19:49:04,ผมสงสัยอย่างนึงว่า ค่าอาหารที่เราสั่งเดลิเวอรี่อย่าง #grabfoodth #foodpanda  มีผลต่อรายได้ของคนส่งไหม เช่นผมสั่งข้าวกล่องสตรีทฟู้ด 60 เทียบกับบอนชอน 500 บาท แบบนี้คนขับได้ต่างกันไหม,Yes,Employee,Neutral
2020-05-05,18:57:49,สั่งสลัดไก่ทอดจากฟู๊ดแพนด้า อันนี้คือ84บาท 😭 ไก่ประมาณ​5ชิ้น กุจะร้องไห้ มันควรได้เยอะกว่านี้ป่ะวะ ฟู๊ดแพนด้าควรมีรูปให้ดูเมนูของแต่ละร้านป่ะวะ 555555ทั้งน้ำตา #foodpanda #ไก่เกา pic.twitter.com/Klrzyqqg3S,Yes,Price,Negative
2020-05-05,17:24:46,โคตรคุ้ม #McDonalds สั่งผ่าน #foodpanda ใส่ส่วนลดลูกค้าใหม่ไปลดเพิ่ม120บาท หมดนี้161.50บาท ตอนไรเดอร์มาส่งนี้งงเลย ถามพี่เค้าว่าออเดอร์ผิดไหม พี่เค้าบอกไม่ผิดครับ ขนาดแบ่งให้พี่เค้าไปบ้างแล้วยังเยอะมาก คุ้มสุดๆ เหมาะสำหรับ ช่วง #WorkFromHome #อร่อยบอกต่อ #อร่อยไปแดก #ส่วนลด pic.twitter.com/t16KwMf9Z0,Yes,Price,Positive
2020-05-05,13:27:38,"เรามีโค้ด foodpanda สำหรับลูกค้าใหม่นะ ขั้นต่ำ 100 บาท ลดได้ 50บาท 
#foodpanda",Yes,Price,Neutral
2020-05-05,10:41:22,เธออ ฉันสั่งพัดกะเพราจาก foodpamda อ่า  ทานโทษนะคะ นี่พัดกะเพราหมู หรือ เศษหมูคะ? #foodpanda  pic.twitter.com/zuVS628BW1,No,,
2020-05-04,16:42:27,มีทั้ง #foodpanda #bigc #robinson #watson ด้วยพึ่งคิดได้,No,,
2020-05-04,14:43:04,"โดนยกเลิก 2 ครั้งแล้วนะ

#foodpanda",Yes,System,Negative
2020-05-04,14:01:22,ตอนนี้ฟู้ดแพนด้ามีโค้ดลดอะไรอยู่บ้างคะ รบกวนบอกบุญหน่อยค่า #foodpanda #foodpandath,Yes,Price,Neutral
2020-05-04,13:31:45,"รีวิว : ร้านก๋วยเตี๋ยวเรือรสเด็ด (มมส)
แซ่บมากจนต้องมาบอกต่อ ต้องลองแล้วป่ะ 💛🍲
🚩 พิกัด : ร้านอยู่ตรง 4 แยกไฟแดงแรก มมส ซอยมหานิยม ร้านจะอยู่ตรงข้ามมหานิยมเลยมาประมาณ50เมตร
 #อร่อยไปแดก #รีวิวมมส #รีวิวสารคาม #มหาสารคาม #มมสบอกต่อ #ต้องไปแล้ว #อร่อยบอกต่อ #foodpanda  pic.twitter.com/eHCl9iJJ7X",No,,
2020-05-04,11:20:15,เมื่อวานสั่งฟู้ดแพนด้าจ่ายผ่านบัตรละเค้าบอกว่าของหมดให้ยกเลิกออเดอร์ก็เคยกเลิกละมีคนโทรมาถามว่าเป็นคนยกเลิกออเดอร์ใช่ไหมฉันก็บอกใช่ละเค้าก็ไม่ได้พูดไรต่อละพึ่งเช็คเมล์เมื่อกี้นังบอกว่าคืนเงินให้ไม่ได้?ทำไมอะนี่ฉันต้องเสียเงิน400กว่าบาทให้โดยที่ไม่ได้ของกินงี้อ่องงนะ #FoodPanda,Yes,Company,Negative
2020-05-03,22:41:55,"😘 สปาเก็ตตี้ผัดกุ้ง สไปซี่ #ขายดี สั่งเลยส่งถึงบ้าน อร่อยที่สุดในย่าน เจริญกรุง
.
🛒สั่งผ่าน 🛵 GET 🛵 Grab 🛵 LINE Man
.
🍲🍜 เมนูยอดนิยม ข้าวไข่เจียว ผัดกะเพรา สปาเก็ตตี้ ไก่ทอด ส่งอาหาร ตามสั่ง
.
Search 👉🏻 Daddy Hero Food

#wongnai #grabfood #lineman #getfood #foodpanda  pic.twitter.com/3j8ybSx5SG",No,,
2020-05-03,16:18:03,แจกโค้ดซื้อ 100฿ ลด 50฿ สำหรับลูกค้าใหม่ ใครสนใจทักมาได้เลยค๊าา💖 #foodpandaTH #foodpanda,Yes,Price,Neutral
2020-05-03,14:45:03,พี่ไรเดอร์คนนี้ดีมาก รอบเเรกสั่งชานมเเต่ไข่มุกไม่มา พี่เขาเลยโทรมาเเล้วส่งมาอีกรอบ ส่งมาใหม่ทั้งเเก้วเลย สรุปเเดกฟรีหนึ่งเเก้วมาเพิ่มอีกเเก้ว น่ารักมากบริการฟู้ดเเพนด้า 💖 #foodpanda,Yes,Employee,Positive
2020-05-03,13:39:44,"งงตรรกะ คือ สั่งผ่านแอพไปรับเองหน้าร้านลด15%แอพได้ฟรี20%เพื่ออะไร ทุกร้านราคาอาหารบวก35% เพราะต้องจ่ายให้แอพ 
แบบนี้ก็ไปซื้อหน้าร้านเองดีกว่ามั้ย ได้ราคาอาหารปกติ ปริมาณอาหารปกติ 
ลบเม้นกูจัง คงกลัวคนอ่านล่ะคิดได้ กูแชร์เลยล่ะกัน #foodpanda #foodpandaTH pic.twitter.com/h7rUNE8RC4",Yes,Price,Negative
2020-05-03,05:45:14,#foodpanda #top #bigc โหลดเลย ซื้อผ่าน ShopBack รับเงินคืน ช้อปปิ้งออนไลน์กับ @shopback th พร้อมรับเงินคืนสูงสุด 35% จากกว่า 500  ร้านค้า! ลงทะเบียนวันนี้ และรับเงินโบนัสต้อนรับ ฿100 เลย  https://app.shopback.com/tha?raf=GQ9ijP  pic.twitter.com/TMDgUifZpQ,No,,
2020-05-02,20:22:47,foodpanda อ่ะน้าา ต้องให้เรื่องดังก่อนถึงจะแก้ปัญหาให้ นี่โดนไป2เกือบ3ร้อย บอกช่วยอะไรไม่ได้ ข้าวก็ไม่ได้กิน เงินก็ต้องจ่าย ลาขาดจ้าแอพนี้ ส่งโปรโมชั่นอะไรมาก็บล๊อคเมล์ไปเลยจ้า #foodpanda #foodpandath,Yes,Price,Negative
2020-05-02,20:06:34,สงสัยว่าทำไมต้องอีเมล์ ทำไมต้องภาษาอังกฤษ ทำไมลค.ต้องดิ้นลนเองอ่ะ จขทว.ใจเย็นมากๆแล้วนะคะ เป็นนี่ฟาดๆไปแล้ว ลบแอปละค่ะ #foodpanda #foodpandath https://twitter.com/Smew1038/status/1256256728502464513 …,Yes,Company,Negative
2020-05-02,16:34:32,อยากให้บรรดา food delivery ทิ้งหลายทำให้สามารถสั่งหลายๆร้านในระแวกเดียวกันได้ จะได้ประหยัดค่าส่งไปได้ คือบางทีร้านมันติดกันอ่ะ แต่สั่งรวมกันไม่ได้!!! #foodpanda #GrabFood #lineman #GET #FoodDelivery,No,,
2020-05-02,15:40:05,จะขอเล่าความเฮงซวยของไรเดอร์ foodpanda ที่เจอวันนี้ โมโหมาก จะร้องเรียนได้ที่ไหนบ้าง @foodpanda_th #foodpandaTH #foodpanda เราสั่งของไปและพยายามจะปักหมุดให้ตรงบ้านแล้วแต่หมุดมันไม่ตรงจึงทำการรีม้าคไว้ให้ทราบแล้วใน app ว่าจุดสังเกตอยู่ตรงไหนอะไรยังไง,Yes,Employee,Negative
2020-05-02,11:16:39,สั่งอาหารแล้วตัดบัตร เงินในบัตรตัดไปแล้ว ร้านกดยกเลิก จนถึงตอนนี้ผ่านมา 2 วัน ยับไม่ได้เงินคืนเลยค่ะ แจ้งในระบบแล้วก็ไม่คืบหน้า #foodpanda #foodpandaTH,Yes,Company,Negative
2020-05-02,11:01:22,"ข้าวราดมันกุ้งไก่ทอด  ฮกเซ้ง พร้อมแล้ว 

#foodpanda #grabfood #get #lineman #delivery #ไก่ทอด #หมูทอด #กุ้งเผา #มันกุ้ง #ข้าวราดมันกุ้ง  https://www.instagram.com/p/B_q9eqzpR8w/?igshid=1joivdmw01xrw …",No,,
2020-05-02,09:41:59,จากใจคนที่ไม่เก่งอิ้ง ชอบเรื่องง่าย และไม่ชอบเรื่องวุ่นวาย บะบายยย #foodpanda  pic.twitter.com/VwN3nR4k3T,No,,
2020-05-02,07:23:55,อ่านจบค้นพบว่า #foodpanda จัดการระบบห่วยแตกมาก คนเดือดร้อนต้องวิ่งเต้นเองทุกอย่าง แนะนำให้ลบแอพทิ้ง  https://twitter.com/Smew1038/status/1256209841762103299 …,Yes,System,Negative
2020-05-02,01:52:25,เชี้ยละไง... #foodpanda,No,,
2020-05-02,01:32:33,เรื่อง #foodpanda ที่โดนเอาอีเมลไปใช้ ทำไมฟพดไม่มีการรับผิดชอบหรือช่วยเหลืออะไรเลยอะ แบบนี้ก็เอาอีเมลคนอื่นไปสมัครได้สิ อย่างน้อยก็ควรจะมีระบบ verify อีเมลไหมถ้าฟพดไม่สามารถจัดการปัญหาแบบนี้ได้ แต่อย่างน้อยตอนนี้กุไม่สั่งมึงละ บัย,Yes,Company,Negative
2020-05-02,01:07:40,เอาจริงๆ ตั้งแต่โหลดแอพมาช่วงโควิดเพราะแถวบ้านมีแต่ฟพดทั้งจังหวัด ก็กดสั่งแบบนับครั้งได้อ่ะ เพราะไม่ชอบจริงๆ ดูใช้ยาก หาร้านยาก ไม่มีชื่อคนขับบอกด้วย คนรับออเดอร์รู้เบอร์เรา เราก็ต้องมีสิทธิ์รู้ข้อมูลของไรเดอร์ป่ะ  #foodpanda,Yes,System,Negative
2020-05-02,00:20:02,อ่านเรื่อง #foodpanda #foodpandath ที่มีคนโดนขโมยเมลไปสมัครฟู๊ดแพนดา แต่บ.ไม่ช่วยห่าเหวอะไร แถมติดต่อไม่ได้ คุยในLive Chatยังไม่รู้เรื่องแต่เสือกปิดห้องแชทหนี คือเหี้ยมาก ... ลบแอพแม่ง,Yes,Company,Negative
2020-05-01,23:03:55,ทำยังไงให้เลิกส่งเมลขยะมาสักที #foodpanda,Yes,Company,Negative
2020-05-01,22:01:53,ส่วนตูโดนขโมยเบอร์ไปใช้จ้า นังระบบ #foodpanda ก็ไม่รู้โง่หรือทอแล บอกให้ลบแอคให้กี่รอบก็ลบให้ปลอมๆ บอกให้เราไปเปลี่ยนเบอร์แทนว่ะ 55555555 ขบขันนะเรา ทำไมต้องง้อแอพกากๆอะถั่มจิงง uninstall ทิ้งแอพโจรชัดๆ 😏,Yes,Company,Negative
2020-05-01,15:51:18,ขอโค้ดล่าสุดหน่อยจ้า ใครรู้รหัสใหม่ช่วยเราหน่อย วันนี้เราจะสั่งkfc ^^ #foodpanda,Yes,Price,Neutral
2020-05-01,14:15:48,ทุกคนผัดมันก็คือกับข้าวไหม ทุกคนเข้าใจแบบเราไหม  #foodpanda  pic.twitter.com/qMW03hJGD3,No,,
2020-05-01,10:55:48,"ความประทับใจครั้งแรกกูเปงศูนย์ ไม่น่านอกใจ Lineman เลย ฮือ
อะไรคือสั่งอาหารแล้วได้ไม่ครบ อุแง เสียความรู้สึกเว่อร์ ติดต่อไรเดอร์ ติดต่อใครก็ไม่ได้ 😭
อาหารมันมาวางหน้าบ้านแล้วเลยไม่ได้เช็คก่อนรับนะคะเผื่อใครสงสัย ไม่มีเสียงกริ่งอะไรใดๆ ไม่มีการโทร.แจ้ง 
#ฟู้ดแพนด้า #foodpanda  pic.twitter.com/m6Wsu6ZFc3",Yes,Employee,Negative
2020-05-01,09:42:35,เป็นคนชอบกาแฟส้มมาก อยากกินมาหลายวันเช้านี้เลยต้องให้ #foodpanda จัดให้ ปลื้มปริ่มกับกาแฟส้มยูสุของ #sixpresso pic.twitter.com/HovevJCras,No,,
2020-05-01,03:02:35,เห็นภาพนี้แล้วอดคิดไม่ได้เลยว่าคนเราต้นทุนชีวิตมันต่างกัน ขนาดเขายังดิ้นรน แล้วเราล่ะมัวทำไรอยู่! สุดยอดจริงๆค่ะ ขอให้ประสบความสำเร็จทุกๆด้านะคะ😢💖 #โควิด19 #foodpanda #พรกฉุกเฉิน pic.twitter.com/zm7S00tswk,No,,
2020-04-30,22:50:50,"เรามีโค้ดส่วนลด 50฿ สำหรับผู้ใช้ใหม่นะ กดลิ้งค์ตามในรูปนี้เลย🍒
#foodpanda #foodpandaTH pic.twitter.com/4n1WXSqtSk",Yes,Price,Neutral
2020-04-30,19:45:56,"#foodpanda  ช่วยคุณได้ 
สุกี้😘🐷🐷คนเดียวกะเฟี้ยวได้😁😜🙊 @ Surin, Thailand  https://www.instagram.com/p/B_mtta0FgJG/?igshid=1m29vtw0vzlve …",Yes,Company,Positive
2020-04-30,18:10:58,ไม่ได้ใช้อะเอามาปล่อย วันนี้วันสุดท้ายแล้วด้วย ต้องเป็นลูกค้าใหม่นะ #foodpandaTH #foodpanda  pic.twitter.com/TX8R7YWO9s,Yes,Price,Neutral
2020-04-30,11:48:34,ในบรรดาแอพสั่งอาหารนะ #foodpanda ง่อยสุดละ หาไม่เจอก็ไม่ขึ้นใกล้เคียง กดสลับไปแอพอื่นกลับมาต้องโหลดเข้าใหม่ ถ้าเป็นแบบนี้ก็คงอยู่ยากนะ,Yes,System,Negative
2020-04-30,10:42:05,มีโปรมาแนะนำ KAMU1แถม1 ดาร์ช็อกโกแลตขนาดM 50บาท ถูกมาก!!!! แต่ต้องสั่งผ่านฟูดแพนด้าเท่านั้นนะ โปรดีมากไปสั่งโลดดดดดวันนี้วันสุดท้าย🥤 @aroii #อร่อยบอกต่อ #foodpanda  pic.twitter.com/MNtWgDkimR,Yes,Price,Positive
2020-04-29,17:48:17,วันนี้คือล้ามาก ร่างกายต้องการน้ำตาลอย่างด่วน เลยเปิด #foodpanda เจอโปรฯ #dakasi 1 แถม 1 เมนูโกโก้ครัมเบิ้ลไรนี่แหละ ตกแก้วละ 60 นี่กับเพื่อนกดไป 8 แก้ว แล้วคือออออ มันดีมากแก นี่สั่งหวาน 50% ไป คือเข้มข้น ครัมเบิ้ลฟีลแบบ คุ้กกี้โอริโอ้อะ ดูดไปเคี้ยวไปคือเลิ้บบ #อร่อยไปแดก pic.twitter.com/1vWtCb5Tc2,Yes,Price,Positive
2020-04-29,09:58:22,เธอ ร้านใจร้ายมาก ใส่กล่องซะไม่เผื่อการขนส่งเลย เลอะไปหมดจ้า  #foodpanda @foodpanda_th pic.twitter.com/3kDySN4GGe,No,,
2020-04-29,00:45:38,จากการใช้บริการ #foodpanda วันนี้ พูดเลยว่าประทับใจ,Yes,Company,Positive
2020-04-28,15:41:12,"แย่มาก 
เมื่อก่อนสั่งไม่ถึง 50 ก็ค้องจ่าย 50 พอฟังเหตุผลได้ 
วันนี้ต้องมาจ้ายภาษีด้วย เลว
คนขับ เจ้าของร้านได้อะไรบ้างไหม

#foodpandaTH #foodpanda #ฟู้ดแพนด้า",Yes,Price,Negative
2020-04-28,09:58:26,Cheevit Cheeva บิงซูบัวลอยซอสไข่เค็ม กับ บิงซูลอดช่องอินทนิล คือดีมากก ทั้ง 2 แบบเลย สั่งมากินที่บ้านได้ด้วย ไม่ละลาย แพ็คใส่ถุงเก็บความเย็นมาด้วย ที่ร้านมีบิงซูหลายรสชาติให้เลือกสั่งได้ผ่าน #Grab #LINEMAN #foodpanda กรุงเทพ เชียงใหม่ ลองเช็คสาขาได้ที่เพจร้านเลยน๊า  pic.twitter.com/5wVSASOEUP,No,,
2020-04-27,17:40:06,เบื่อ #foodpanda มา ที่ไม่ค่อยได้ใช่เพราะเสิร์ชหาไม่เจอ  pic.twitter.com/pc36ABixPS,Yes,System,Negative
2020-04-27,15:50:09,จะได้กินตอนกี่โมงหนอ? #foodpanda,Yes,System,Negative
2020-04-27,12:26:34,"#foodpanda  ทำไมหลังๆ ปฏิเสธออเดอร์บ่อยจัง และชอบมายกเลิกตอนเวลานัดรับ ถ้าจะยกเลิกกันก็แจ้งล่วงหน้าหน่อยสิ รออยู่โมโหหิวโว้ยยยยยย 👎👎👎👎👎👎👎
#foodpandaTH",Yes,Employee,Negative
2020-04-27,11:44:59,"@foodpanda_th #foodpanda 
แบบนี้ก็ได้เหรอ ขวางขนาดนี้ กูจะเดินยังไง รัฐบาลเหี้ยก็พอละ อย่างอื่นไม่ต้องเหี้ยตามก็ได้ ถือว่าขอ  pic.twitter.com/U2e59JCkcL",No,,
2020-04-27,11:28:04,ทุกวันนี้คนที่ตามหากู ถามว่าอยู่ไหนคือ #foodpanda,No,,
2020-04-27,09:38:59,รอมาตั้งนาน ยกเลิกเฉย งงมาก 😂 #foodpanda  pic.twitter.com/GCpp9U4bko,Yes,Employee,Negative
2020-04-26,20:30:57,เดี๋ยวนี้จะแชทกับไรเดอร์ของ #foodpanda ต้องรอศูนย์ใหญ่เป็นคนตอบหรอ งงอะ งั้นอย่ามีเลยช่องแชทอะ ยุ่งยาก ถ้าเป็นแบบนี้คงต้องกลับไปใช้บริการ grab เหมือนเดิม  #GrabFood,Yes,System,Negative
2020-04-26,20:24:23,#FoodPanda มาถามอะไรดึกดื่น เมิ่งกะให้กรูไม่มีโอกาสพักกระเพาะเลยกระนั้น ฤ  pic.twitter.com/hLyvvqXI8i,No,,
2020-04-26,18:38:19,"ขอบคุณนะที่ส่งความรักให้ ขอบคุณที่เสียสละ
สั่งการ์ด Line : kaze-bhinyapat
.
#lineman #grabbike #gets #foodpanda #thanks #thankyou #300KForMyYIN #ThankYouYoongi #ไอ้ต้าวความรัก #LiliesLOVELalisaForever #ไลน์แมน #แกร็บไบค์ pic.twitter.com/7th4XhHBxB",No,,
