date,time,username,tweet,Food Delivery,Aspect,Sentiment
2020-05-01,14:26:23,jbminnine,"บ้าบอฉันสั่งขนมจีน​ไป4ถุงเขียว​หวาน2น้ำเงี้ยว​2ได้แต่น้ำกับผัก1ถุงไม่ได้เส้น😢😦
#GrabFood  pic.twitter.com/jSPjQJtB8S",Yes,Employee,Negative
2020-05-01,12:16:13,yourcatmiki,โห่วววววว ราคาทับทิมกรอบแม่นี่โดนราคาพวกนี้บวกเพิ่มเท่าไหร่อ่ะคะ ซื้อหน้าร้านคือ 80 ไซส์ใหญ่ ไม่ค่องรอคิวด้วย เลยงงว่าบวกค่าอะไรเพิ่ม ค่าส่งก็คิดตามจริง เมื่อบวกเพิ่ม 5-10 เดี๋ยวนี้เพิ่มแบบ 50-60 แล้วเหรอคะ #grabfood ราคาของ #lineman รับได้นะ เพราะมะก่อนนางบวกอยู่แล้วแต่คาส่งโหด pic.twitter.com/8Wp1JK1JKA,Yes,Price,Negative
2020-05-01,10:26:21,lilllllywrm,"เมื่อกี้สั่งอาหารกับแกร็บแล้วนี่บอกให้เขาวางไว้ใต้หอก่อนเพราะเรียนอยู่ พอมันขึ้นว่าหักเงินก็เลยลงไปดู คือไม่เจอของเลย ยังไม่ได้ของเลยจ้าหักเงินไปแล้ว 🤬
#GrabFood",Yes,Employee,Negative
2020-04-30,20:04:47,bezprezzo,เมนูอร่อยส่งถึงบ้าน #ezprezzocafe #grabfood #cafeinhatyai #hatyai #songkhla pic.twitter.com/a9pVL3LCUr,No,,
2020-04-30,18:56:09,0622jyonghwa,โมโหหิว เจอคนขับรับงานซ้อน มันควรจะให้ลูกค้าเลือกได้ว่าคนขับได้ว่ารับงานซ้อนโอเคมั้ย ไม่ใช่เเบบนี้ #GrabFood,Yes,Employee,Negative
2020-04-30,18:24:32,cimbthaibank,"รับส่วนลด Grab Food 100 บาท เมื่อเปิดบัญชีออมทรัพย์ ดอกเบี้ยสูง + สมัครบัตรเดบิตฟรีค่าธรรมเนียมตลอดชีพ ผ่านแอป CIMB THAI Digital Banking 

#ธนาคารซีไอเอ็มบีไทย #CIMBTHAIBank #ForwardTogether #CIMBTHAIDigitalBanking #GrabFood  pic.twitter.com/usj10B720g",Yes,Price,Neutral
2020-04-30,18:05:32,mymochisung,เดี๋ยวนี้แกร้ปต้องเสียค่าธรรมเนียมเวลาสั่งออเดอร์เล็กๆน้อยๆแล้วหรอ555555 #GrabFood  pic.twitter.com/ugBbMoBD82,Yes,Price,Neutral
2020-04-30,18:03:15,nenenenenennj,อันนี้คือกินยังไงอ่ะคะ ไข่ดองน้ำปลาพร้อมเอาไปเจียวเหรอ งง #grabfoodth #GrabFood @GrabTH pic.twitter.com/r4XFBb1M8R,No,,
2020-04-30,14:22:49,bbchy_85,อยากได้เสื้อแจ๊คเก็ตของ Grab ต้องทำไง ชอบจริงๆ ... #GrabFood,No,,
2020-04-30,11:05:48,mmmmintmint,วันนี้แม่งเจอแต่ #GrabFood  เฮงซวย,Yes,Employee,Negative
2020-04-30,00:07:09,pinyymw,ขอไม่ปิดชื่อนะคะ พูดเพราะมาก #GrabFood  pic.twitter.com/Z6T8tGoR3W,Yes,Employee,Positive
2020-04-29,22:57:10,mho159,"ดีใจกับลูกสาว #janebnk48 ได้เป็นพรีเซนเตอร์แกร้ปสักที...หลังจากเห็นลูกแชร์ของกินแล้ว #GrabFood บ่อยมาก 😅

ขอขอบคุณ @GrabfoodTH มากๆคะที่เห็นน้องในครั้งนี้ https://www.facebook.com/GrabTH/videos/vb.1390150517870042/1917606561874035/?type=2&theater …",No,,
2020-04-29,22:14:57,dinnutdanai,ผ่านมาไม่รู้กี่ลม กี่ฝน วันนี้เป็นวันที่เจอหนักสุด เกือบไม่รอด #grabfood #grabbike #grabexpress pic.twitter.com/nnFEaWy5qc,No,,
2020-04-29,19:58:47,landdear2,ชีสเค้ก ทุเรียน หมอนทอง #ระยอง   Durian Rayong Cheesecake 🧀 😋ชีสเค้กเนื้อเเน่นๆหอมรสทุเรียนหมอนทองกำลังดี Top ด้วย หมอนทองเกรดดีกรอบนอกกำลังพอดี #landdear #cafe #rayong #grabfood #stayhoome #ระยอง #delivery #Takeaway #cheesecake #grabfoodth Line : @ landdear (@) pic.twitter.com/KZJNSOr7yO – at LAND DEAR Cafe & Bistro,No,,
2020-04-29,19:18:57,hwl__t,"พี่Grabบ้างคนต้องขึ้นเสียงใส่เวลาพูดด้วย
ผมเอาเงินผมไปรบกวนเวลาความสุขของพี่อยู่หรือเปล่า
#GrabFood",Yes,Employee,Negative
2020-04-29,17:14:39,endome_,"การแก้ไขปัญหาก็ไม่มี สำหรับคนที่ไม่เคยโกง จ่ายและใช้งานมาตั้งแต่@GrabTHยังไม่มีแกร้บฟู้ดเลยด้วยซ้ำ มันน่าโมโหค่ะ ไม่เมคเซ้น อะไรก็ประกันฝ่ายเราไม่ได้ คนขับกลัวโดนโกง เราก็กลัวโดนโกงค่ะ  

#GONdelivery #GONTAKEHOME #GrabFood #grabTH #อร่อยไปแดก",Yes,Company,Negative
2020-04-29,15:26:14,patchayaneea,"ต้องลอง !!!! ฟินมาก แพนแค้กนิ่มมาก ครีมก็ดี สตอเบอรี่ก็ฟิน ราคาไม่แรงอย่างที่คิด เห็นคนลงในทวิตเยอะ เลยสั่งร้านนี้มาลอง สั่งผ่าน #GrabFood ปกติชิ้นละ 95 บาท ราคาโปร 4 ชิ้น 285 บาท ตีไปชิ้นละ 72 บาท คุ้มมาก เลิฟๆ 🤟🤟🤟
#PancakeCafe pic.twitter.com/egVtdqE8Pl",Yes,Price,Positive
2020-04-29,15:00:08,missdedeh,สั่งมา 3 ชม แล้ว ไม่มีคนรับออเดอร์เลย please ๆ ๆ ๆ ๆ #grab #grabfood #delivery pic.twitter.com/9gziQeU7Cw,Yes,Employee,Neutral
2020-04-29,13:02:43,pimmymb,"ทำไมวันนี้ร้านชาในGrabปิดเยอะจังมันเกิดไรขึ้นอ่ะ
#GrabFood",Yes,System,Neutral
2020-04-29,11:28:48,inkoreacosme,"ในวันที่จะกดสั่งชานมFuku matcha Foodpandaส่งฟรีนั้นน

#ฝนตก แรงมากจ่ะแม่😭

อดไป อดยาวๆไป1วัน

อยากถามคนที่สั่งชานมกับFoodpanda🐼
ว่ารอนานมั้ยอะ

เห็นบอกส่งภายใน20-25นาทีเลย

#GrabFood #Lineman #foodpandaTH #foodpanda pic.twitter.com/SE71O9uVaj",No,,
2020-04-29,10:06:39,masitaseaweed,"☝️ หนึ่งในเมนูอร่อยช่วงกักตัว! อยู่บ้านก็ได้กินง่าย ๆ ด้วยอีกหนึ่งช่องทางรับความอร่อยจากมาชิตะ ""สาหร่ายอบกรอบมาชิตะ รสไก่ทอดซอยการ์ลิค"" 🍗
#Delivery #GrabFood #LINEMAN #GET #MasitaXBonchon #มาชิตะรสไก่ทอดซอยการ์ลิค #Bonchon #Masitaseaweed #สาหร่ายของวัยรุ่น #มาชิตะNOMSG pic.twitter.com/CxcQwuyJaJ",No,,
2020-04-28,20:44:19,g4vgreen3,"กราบขอบคุณ แกรบฟู้ด ที่ช่วยเอ็นดูน้องเจนจอมงู้ยด้วยนะคร้าบบบบบบ

#JaneBNK48 #GrabxBNK48
#grabfoodth #grabfood  pic.twitter.com/1RjI7JRi9U",No,,
2020-04-28,16:19:39,wdarf41769,เราอยากจะสั่งตามที่เจนบอกนะ แต่ขอโทษที่จังหวัดที่เราอยู่ยังไม่มีgrab555+ อยากสนับสนุนเจนแต่อยู่ที่กันดารเกินไปความสะดวกสบายเข้าไม่ถึง(แอบสงสารตัวเอง) #JaneBNK48 #GrabFood  pic.twitter.com/RgpU9RGlL1,No,,
2020-04-28,16:15:41,tongfah_tmtc,หงุดหงิดมาก สั่งอาหารแล้วได้รับไม่ครบเนี่ย พอจะแจ้งในระบบ Grab ก็ล่ม หาเมล์ CS ไม่เจอเลย ได้รับอาหารมาชั่วโมงนึงละ พลาดด้วยแหละไม่เช็ค รีบไปดูอาการพ่อ โมโหหิวเนี่ยแหละ #GrabFood เอาตรงๆระบบในการแจ้งแอพห่วยมาก  pic.twitter.com/f3VijHKQuA,Yes,Employee,Negative
2020-04-28,15:54:41,us_support_us,"วันนี้ เวลา 16.30 น. 
มาเจอกันที่  http://facebook.com/GrabTH/  แล้วเจอกันน๊า 
#GrabFood #อัสที่แปลว่าเรา pic.twitter.com/NUCaksYmAN",No,,
2020-04-28,15:00:28,rapeesitthi,พ่ายแพ้ต่อความอยาก เลือกร้านที่มีกาแฟเป็นหลัก เจอ #dean&deluca #americano 1 แถม 1 ดีงาม ส่วนพิซซ่าชิ้นนี้ไม่ได้ตั้งใจ 555 #wfh #GrabFood  pic.twitter.com/5K18cJQE8x,Yes,Price,Positive
2020-04-28,13:44:39,hohohooooooooo,"เย็นนี้สั่ง Grab food กินดีกว่า🤓🤓
#JaneBNK48
#grabfoodth
#grabfood  pic.twitter.com/ViUYCVsNu3",No,,
2020-04-28,11:51:18,bptvh,"เมนูอร่อย  1แถม1 ในราคาสุดคุ้ม!! สเต๊กหมูหมักสไปซี่ +ไส้กรอกหมูคูโรบูตะ ราคาพิเศษเพียง 249 บาท จากปกติราคา 498 บาท หิวๆๆแบบนี้รีบจัดด่วน..
สั่งอาหาร >>  https://grb.to/36Sjk9r  ตรวจสอบสาขาที่เปิดให้บริการตอนนี้ได้ที่ >>  http://shorturl.at/dEK05 
#GrabFood #อร่อยบอกต่อ #SantafeSteak pic.twitter.com/BBkihpkreG",Yes,Price,Positive
2020-04-28,11:20:54,npmeilii,เอ้าหักตังค์เลยหรอปกติได้ของแล้วถึงหัก555 #GrabFood,Yes,System,Neutral
2020-04-28,09:20:30,promotionsccs,"Citi Grab แจกโค้ด ลด 100-200 บาท สั่งอาหาร จันทร์-ศุกร์ ถึงสิ้นปี 2563 😁😆
 https://promotions.co.th/%e0%b8%9a%e0%b8%b1%e0%b8%95%e0%b8%a3%e0%b9%80%e0%b8%84%e0%b8%a3%e0%b8%94%e0%b8%b4%e0%b8%95/citi-grab-free-coupon-mon-sun.html …
#GrabFood #citibank #บัตรเครดิต",Yes,Price,Neutral
2020-04-27,23:58:34,konglah_,ให้กำลังใจเพื่อน ดินเป็นเพื่อนที่ดี เก่ง ขยัน ปรับตัวมาขับGrab ชื่นชมดินมาก ขยันไม่เลือกงาน ยังไงก็มีรายได้ ซับพอตเพื่อนตลอด เป็นกำลังใจให้ #grab #grabfood @Dinnutdanai pic.twitter.com/TIl4KeCFF2,No,,
2020-04-27,22:17:53,smaylanee,ต้องปรับระบบ ยอดเกิน 1000 ตัดบัตรเครดิตเลยน่าจะดีกว่า #GrabFood #grabfoodth คนแบบนี้ในสังคมก็มีมากอยู่ เอาเปรียบคนอื่นไม่เห็นความทุกข์ของคนอื่น,Yes,System,Neutral
2020-04-27,15:42:38,munycx,"@GrabTH ติดต่อยากเหลือเกินจ้า จะรับบทนางเหวี่ยงละเด้อ
#GrabFood #grabfoodth pic.twitter.com/qqutM4PBUL",Yes,Company,Negative
2020-04-27,14:32:30,mllmlolwtf,#GrabFood x #krispykreme นี่ห่วยแตกมาก สั่งไปตอนบ่าย 2 เป๊ะๆ ขึ้นว่าร้านอาหารรับออเดอร์แล้ว ผ่านไปครึ่งชม.พนักงานแกรปโทรมาขอให้ยกเลิกออเดอร์เพราะคริสปี้ครีมมาบอกว่าอาหารหมด ห่วยแตก ไม่มีไรชดเชยให้เลย จะยกเลิกก็ลำบากเราต้องโทรไปคอลเซนเตออีก,Yes,Employee,Negative
2020-04-27,12:06:08,amigo_kap,ความสัมพันธ์กับพี่ grab get lineman เป็นงงมาก คือต่างคนต่างเรียกว่าพี่อ่ะ แบบพี่ถึงยังคะ อ่อพี่ให้ผมไปรอตรงไหนครับ แต่พอเจอหน้าจะรู้ทันทีว่าใครพี่555555 #GrabFood #get #lineman,No,,
2020-04-26,16:30:44,mumay_rr,"ตอนนี้ kamu มีโปร 1 แถม 1จ้า
หมดเขต 30 เม.ย.63 นี้แล้ว น๊าา
#ชานมไข่มุก #kamutea #kamu #อร่อยสั่งเลย #GrabFood #getfood pic.twitter.com/1lXIlPphMi",Yes,Price,Neutral
2020-04-26,13:18:50,jariiz_ivan,เพิ่งจะว่า #GrabFood ว่าราคาค่าส่งแพงเกินเรื่องไปมากเลยหันไปอุดหนุน #foodpanda แต่ปรากฎว่าเจ้านี้ก็ตุกติก ให้กดราคานึงแต่สรุปจบอีกราคานึง ทั้งๆที่ไม่มีค่าส่งและvat 2รอบแล้วที่เป็นแบบนี้ เริ่มจะโกงกันหน้าด้านๆขึ้นทุกเจ้าเลยนะ #foodpandaTH,Yes,Price,Negative
2020-04-26,00:03:21,4uotter,มนต์รักแกร็ป💚 ต่างหาก อะจึ๊ยยยยย ~ เขิลลลลลลล #ENOFLOVEep7 #น้องวิศวะกับพี่ถาปัตย์ #GrabFood  pic.twitter.com/bKq2z2khjU,No,,
2020-04-25,21:02:50,parinpete,"คุณ Grab น่ารัก มาส่งขนมปังเนยนม
#GrabFood #Grabสุราษฎร์ธานี pic.twitter.com/XzHiOBRJ7S",Yes,Employee,Positive
2020-04-25,12:49:01,tawanmookata,"ร้านตะวันหมูกะทะ&ชาบู มี #Tiktok แล้วนะรู้ยัง
  ฝากกดไลกดแชร์ และติดตามให้ด้วยนะ
 #ตะวันหมูกะทะหลังราชภัฎนครปฐม
#เดลิเวอรี่ #ส่งฟรีถึงบ้าน
#แกร็บฟู้ด #grabfood #grabfoodนครปฐม #foodpanda #foodpadaนครปฐม
#ส่งฟรี🛍 #บริการส่ง #deliveryfood #delivery
#deliveryservice #ตัวเมืองนครปฐม pic.twitter.com/I1UMnd0l7z – at ตะวันหมูกระทะ",No,,
2020-04-25,12:06:29,blisssssss_,"เอาจริง มาถึงแล้วทำไมไม่โทรอะ 
แล้วมาทำเป็นไม่พอใจใส่เราแบบนี้มันดีหรอ ☹️ #grab #GrabFood",Yes,Employee,Negative
2020-04-25,10:43:30,istyhotel,"เมนูเด็ด หมูกรอบคั่วพริกเกลือออ อร่อยยลืมม!!!!! สั่งเลย ""เชฟบ๊ะ by ป้าป๊ะ ช้างเผือก"" #reviewchiangmai #รีวิวเชียงใหม่ #โรงแรมเชียงใหม่ #isty #hotel #COVIDー19 #สดใหม่สะอาด #อาหารตามสั่ง #GrabFood #grab #เราไม่ทิ้งกัน pic.twitter.com/AYDaAcDGia",No,,
2020-04-24,22:49:41,sally2467,สงสัยในGrabTHเราใช้บริการgrabfood กับgrabexpressบ่อยมากๆสะสมได้พ้อยเป็นPlatinumแต่พอไปดูว่าจะเอาพ้อยแลกอะไรได้บ้างกลายเป็นถ้าจะแลกของgrabคือ ใช้550 พ้อยเพื่อลด50บาทงี้ 120พ้อยได้ลด 5 บาท นอกนั้นคือแลกได้อื่นๆที่ไม่เกี่ยวกับgrabเลยยยยยย🙄🙄#GrabFood #grabfoodth #grabdelivery,Yes,Price,Neutral
2020-04-24,21:20:28,maprangtmk,ได้กินข้าวแล้วน้าาาา กระเพราทะเลไข่ดาว 🍳 ขอบคุณ #GrabFood 😋  pic.twitter.com/vn7xhI8BKS,Yes,Company,Positive
2020-04-24,20:27:27,tumkratoei,"ตามคำเรียกร้องจากลูกค้าน่ะจร่ะ 
เจ้เทยจัดให้.....สิ้นสุดการรอคอย
ตำกระเทยเปิดให้บริการ Take Home (ซื้อกลับบ้าน) 
และ Delivery ร่วมกับ GrabFood แล้วจร้า
#ตำกระเทย #Tumkratoei #ขอนแก่น #อุดรธานี #อุบลราชธานี #มหาสารคาม #grabfoodth #GrabFood #ส้มตำ #อร่อย pic.twitter.com/ZylFfbVonO",No,,
2020-04-24,16:48:05,offieoff,สั่งอาหาร #GrabFood มันเด้งเรียกคนขับ #Grabtaxi เฉย คนขับแท็กซี่โทรมางงๆ นี่ลค.ก็งงๆ เหมือนกัน เลยบอกให้พี่เค้ากด cancel ไป ระบบจะได้หาคนขับใหม่ พี่เค้าก็ขอโทษ แต่ต่างเป็นงงทั้งคู่,Yes,System,Neutral
2020-04-24,13:01:59,sandyaloha2,มาดูกันค่ะว่าแกร๊บจะแก้ไขปัญหายังไง แล้วไวแค่ไหน  #grab #GrabFood #grabthai pic.twitter.com/Vo41Lg8Tf6,Yes,Company,Neutral
2020-04-24,12:51:14,fogustaer,คือสั่งอาหารผ่านแกร๊ปฟู๊ด น้องดีมาก อยากได้ภาชนะให้อาหารด้วย คือก็ได้มาครบหมด น้องมาเร็วมาก แต่ดันกดให้ดาวน้องไปแค่ดาวเดียว มือลั่นกดผิดอ่า จะให้น้อง5ดาว 😭ไปไรไหมอ่ามันแก้ไขให้น้องเขาใหม่ได้ไหม #GrabFood,Yes,Employee,Positive
2020-04-23,19:54:28,nuengrutaibo,อาหารมาไม่ครบ ละโทกลับหาคนขับไม่ได้ เป็นอะไรหรอ กูไม่มีสิทธิ์ได้แดกครบว่างั้น #GrabFood,Yes,Employee,Negative
2020-04-23,15:44:41,ruby_rude_,โหมึง คือไม่กินก๋วยเตี๋ยวมาอาทิตย์นึง ปกติที่สั่งกับ #Grabfood อ่ะ รวมส่ง70บาทนะ 70นี่ก็ถือว่าแพงแล้ว แต่อันนี้ร้านเดิมเมนูเดิมขึ้นมา90บาทคือแย่มาก เหี้ยไปอ่ะ ค่าคำสั่งซื้อขนาดเล็กคือซื้อของที่ไม่ถึง70ต้องบวกเพิ่ม20 กูแบบ ไม่เกินไปหน่อยหรอ  pic.twitter.com/LnNqr7PRT3,Yes,Price,Negative
2020-04-23,13:14:03,winaik3001,"อิ่มได้แค่ปลายนิ้ว บ่ายแล้วกินอะไรดี
#foodpanda #GrabFood #getfood pic.twitter.com/BsjByfMnIS",Yes,Company,Neutral
2020-04-23,09:09:52,pansakunmalynn,"ชีวิตดีเมื่อมี Grab
#GrabFood  pic.twitter.com/bJgCVfCJyr",Yes,Company,Positive
2020-04-22,18:44:20,mamaimilo96,กดแกรปเลือกรับของโดยไม่สัมผัส บอกพี่เค้าห้อยไว้เลย ออกมาหยิบได้มาแบบนี้  กดให้คะแนนกี่ดาวดีคะ 555555555 #GrabFood  pic.twitter.com/aTpsQGA6dd,Yes,Employee,Neutral
2020-04-22,14:20:43,4seafood,"เนื้อปูแกะไซด์ L และ น้ำพริกไข่ปู 🦀🦀🦀 

กทม 👉🏼 ID Line : @4seafoodpk
นครปฐม 👉🏼 ID Line : @4seafood
#4seafood #4seafoodpinklao #4seafoodปิ่นเกล้า #ข้าวขยำปู #ปูไข่ดอง #กรรเชียงปู #ไข่ข้นปู #seafood #เนื้อปูแกะ #อาหารทะเลปลอดสารพิษ #ประมงพื้นบ้าน #LineMan #GrabFood  pic.twitter.com/bJ0zfv79gq",No,,
2020-04-22,12:34:28,soming_mm,Work from home สั่งข้าวสั่งน้ำ จนจะมีผัวเป็น #GrabFood อยู่ล่ะ,Yes,Company,Neutral
2020-04-22,12:12:17,piyachatr_4147,"น่ารักมากคุ๊นนแกร็บบ~  http://www.socialhot24.com/news106296.html?d=22042020&f=96477 …
#grab #GrabFood",Yes,Employee,Positive
2020-04-21,17:35:24,tentobiz,"TOP 5 ร้านค้าที่ถูกรีทวิตมากที่สุดใน #lineman 1-8 Apr 20

1) ร้าน Momo café
 https://www.wongnai.com/restaurants/511375Sv-momo-cafe-thailand/reviews …

2) นมเกษตร

3) ร้าน FLAT MARBLE
 https://www.wongnai.com/restaurants/226684bH-flat-marble …

4) ร้าน kytoinari
 https://www.wongnai.com/chains/kyoto-inari …

5)  ปีกไก่ยัดไส้คุณแม่พิกุลแฮม
 https://www.wongnai.com/delivery/businesses/416836Jy/order …
#grabfoodth #GrabFood  pic.twitter.com/NITedZmSss",No,,
2020-04-21,14:20:41,raychonr,"สมควรจ้าาาาา

#เราไม่ทิ้งกัน
#ไม่เนียนว่ะเอิน
#โควิด19
#GrabFood
 https://bit.ly/2zadft8",No,,
2020-04-21,13:41:34,piqewe,"ตอนแรกบริษัท​ออกตัวว่าพนักงานอาจจะเครียดสะสม​ ก็เลยโดนถล่มเละเลย​เพราะจะเอาความเครียดมาเป็นข้ออ้างไม่ได้หรอก​ ใครๆก็เครียดมั้ยล่ะ​ สุดท้ายไล่ออกเลยจ้ะ

#Thailand
#เราไม่ทิ้งกัน
#bbrightvc
#GrabFood
 https://bit.ly/2zadft8",No,,
2020-04-21,13:33:32,dhpe555,"ตอนนี้​มาขอความเห็นใจแต่ตอนด่าพนักงานไม่คิด​ ถูกไล่ออกอะดีแล้ว

#เราไม่ทิ้งกัน
#bbrightvc
#โควิด19
#GrabFood
 https://bit.ly/2zadft8",No,,
2020-04-21,13:30:58,uulluuw,"ตอนด่าพนักงาน​ เก่งจังนะ​ คำว่าไสหัวไปนี่คือแรงมากนะเว้ย​ 

#เราไม่ทิ้งกัน
#มิวนิษฐา
#bbrightvc
#GrabFood
 https://bit.ly/2zadft8",No,,
2020-04-21,12:45:17,bbanksupakit,"ขาดเธอก็หิว ขาดเขาก็คงไส้กิ่ว
ไม่อยากจะเลือกใคร 
อยากเก็บเธอเอาไว้ หลายๆแอ๊ฟ 😁😂

กดสั่งเลยครับ Promotion เพียบ !!! ❤️
@GrabFood @foodpanda_th @lineman_th @GetThailand
#GrabFood #LINEMAN #GET #FoodPanda pic.twitter.com/7twuBAWof6",No,,
2020-04-21,11:26:18,me_maze_maya,"อยากให้บ.delivery ประกาศกฎออกมาชัดๆว่าสรุปคนส่งต้องขึ้นมาส่งถึงหน้าห้องลค.หรือเปล่า
ย​กตัวอย่างบ.ส่งน้ำ กฎคือถ้ามีลิฟต์ ส่งถึงหน้าห้อง ไม่มีลิฟต์ส่งแค่ชั้น 2 ปณ.ไทยส่งถึงหน้าห้อง
หรือไม่ส่งขึ้นตึกทุกกรณีก็ประกาศมาเลย ปล่อยให้ลค.ทะเลาะคนส่งอยู่ได้ #GrabFood #getfood #foodpanda",Yes,Company,Neutral
2020-04-21,10:26:03,eatingpamaa,"เมนู “ซีฟู้ดราดชีสเยิ้ม” ราคา 180฿ จากร้าน เฮงหอยทอดชาวเล 💖 เป็นสิ่งที่อร่อยมากๆๆๆ คล้ายๆหอยทอด ที่ไม่ได้มีแค่หอย มีทั้งกุ้ง หมึก เพิ่มมาด้วยย แถมใส่ชีสลงไปอีก เข้ากันสุดๆ 💯🤩 สามารถสั่ง Delivery ได้ผ่าน grab food ได้เลยค่ะช่วงนี้ 💚
#อร่อย #อร่อยบอกต่อ #อร่อยไปแดก #GrabFood  pic.twitter.com/yjjQNZscUU",No,,
2020-04-21,09:50:10,ccvvbbw,"ยังมีหน้าออกมาบอกว่าให้เห็นใจอีกเหรอ???? 
#GrabFood
#ครูเต้ย
#เราไม่ทิ้งกัน
 https://bit.ly/2zadft8",No,,
2020-04-21,09:33:42,crs955,"ชื่นชมบริษัทเลยที่ไล่คนที่มีพฤติกรรม​แบบนี้ใช้คำพูด​แย่มาก​ ด่าจิกหัวเขาซะเต็มที่​ ทั้งที่เขาพูดด้วยดีมากๆ
#GrabFood
#เราไม่ทิ้งกัน
 https://bit.ly/2zadft8",No,,
2020-04-21,09:05:35,yingyindee,"สมควร​ค่ะ​¡¡¡ตอนด่าคนอื่นไม่คิด

#เราไม่ทิ้งกัน
#GrabFood
#หนังหน้าโรงxคั่นกู
 https://bit.ly/2zadft8",No,,
2020-04-21,08:25:17,shortennn,"ตอนด่าเขาเป็นหมูเป็นหมาไม่เห็นจะคิดก่อนพูดเลย!!!!
สมควรแล้ว!!!
#เราไม่ทิ้งกัน
#โรงเรียนชื่อดังย่านบ่อยางmvsx
#GrabFood
 https://bit.ly/2zadft8",No,,
2020-04-21,08:13:14,nk6740,"ตลกจัง!ตอนนี้มาขอโอกาส
#โรงเรียนชื่อดังย่านบ่อยางmvsx
#เราไม่ทิ้งกัน
#GrabFood
 https://bit.ly/2zadft8",No,,
2020-04-21,07:20:55,biwbiw1m,แกร็ป อะไรของมึงนะ ซื้อราคาโปรโมชั่น มันปรับราคาโดยคนขับได้ด้วยเหรอ? #GrabFood  pic.twitter.com/UjlBoa1y1N,Yes,Price,Negative
2020-04-21,06:40:13,numnimkanya,"ต้นสังกัดสาวด่ากราดพนง.ส่งอาหาร ออกมาแสดงความเสียใจเหตุการณ์ที่เกิดขึ้น
 http://www.socialhot24.com/news106338.html?d=21042020&f=91782 …
#bbrightvc #GrabFood #LILIDANCE3",No,,
2020-04-21,06:38:35,kaaodet,"ต้นสังกัดสาวด่ากราดพนง.ส่งอาหาร ออกมาแสดงความเสียใจเหตุการณ์ที่เกิดขึ้น
 http://www.socialhot24.com/news106338.html?d=21042020&f=91782 …
#bbrightvc #GrabFood #LILIDANCE3",No,,
2020-04-21,06:38:16,kkanyaphat669,"ต้นสังกัดสาวด่ากราดพนง.ส่งอาหาร ออกมาแสดงความเสียใจเหตุการณ์ที่เกิดขึ้น
 http://www.socialhot24.com/news106338.html?d=21042020&f=91782 …
#bbrightvc #GrabFood #LILIDANCE3",No,,
2020-04-21,05:49:27,exwuip,"สมควรที่จะต้องโดนไล่ออกแล้ว!!!
พูดจาใหญ่โตเหลือเกิน
""ไสหัวไป!"" มันควรจะพูดออกมาเหรอ?
#GrabFood
#โรงเรียนชื่อดังย่านบ่อยางmvsx
 https://bit.ly/2zadft8",No,,
2020-04-21,00:22:34,hyxtugncwynq1l8,"โดนไล่ออกแล้ว! สาวด่ากราด พนง.ไม่ส่งอาหารที่ห้อง เจ้าตัวร่ำไห้ขอโอกาส ??

อ่านได้ที่  http://www.topicza.com/news106384.html?d=21042020&f=95877 …
#ข่าววันนี้
#GrabFood",No,,
2020-04-20,21:57:00,wachibook,"หมูสวรรค์ฉ่ำๆ อร่อย สด ใหม่ค่า
อยู่บ้านว่างๆก็สั่งมาทานเล่นได้น้าาา 
📌มี 3 ขนาด S M L
สนใจทักมาเลยค่า👉🏻 id: bookwachi 
 หรือ dm ได้เลยน้า😊
#aroii #รีวิวอาหาร #foodpanda #รีวิวของกิน #อร่อยบอกต่อ #โควิท19 #grabfood #ค่าไฟแพง #อร่อยไปแดก #wongnai pic.twitter.com/NGnrvfkCrt",No,,
2020-04-20,21:38:17,somsom1a,อยากกินชานมอ่าแต่สั่งไม่เป็น แงงง #GrabFood #foodpanda,No,,
2020-04-20,21:03:51,s4palit,"เรื่องจริงเลยค่ะ ไม่มีพวกคุณเราลำบากกว่านี้มากๆ เป็นกำลังใจให้ทุกๆคนนะคะ

#foodpanda #GrabFood #lineman https://twitter.com/Siri_Nuchie/status/1252118302395994112 …",No,,
2020-04-20,19:25:18,bts000004,"การทำคลิปเราว่าควรมีขอบเขต เขาก็ได้รับผลกรรมไปแล้ว ยังจะเอาความสนุกอีกรึ?
 https://www.facebook.com/100000442596408/posts/3146380758719980/ …
#ชื่ออะไร #GrabFood #สั่งของ",No,,
2020-04-20,18:56:50,tp_bnc,กรี๊ดดดดดดดด เพิ่งเห็นว่าคนส่ง #GrabFood ไม่ใช่มอไซต์ แต่เป็น Altis!!!,Yes,Employee,Neutral
2020-04-20,18:09:57,nunokgkw,คนที่มีเรื่องกับไรเดอร์ โดน บ.ไล่ออกแล้ว อีกทางก้ออยากสมน้ำหน้านะ แต่อีกทางก้อแค่ตักเตือนดีกว่าไหม งานหายากมากเลยช่วงนี้ แต่ทั้งหมดก้อเพราะตัวเขาเองแหละเนอะ เรื่องนี้สอนให้เรารู้ว่าเราต้องมีสติเราอย่าดูถูกคนอื่น #grabfood #foodpanda,No,,
2020-04-20,17:39:09,benzu_san,ชื่ออะไร ถามก็บอกสิก็..... #grabfood  pic.twitter.com/vGUqwzfLuV,No,,
